data,temperatura,umidità_relativa,precipitazione,direzione_vento,radiazione_globale,velocità_vento
2022-04-18T00:00:00Z,10.2,46,0,60,0,1.3
2022-04-18T01:00:00Z,10.3,45.8,0,58,0,1.2
2022-04-18T02:00:00Z,10.7,44.2,0,60,0,1.3
2022-04-18T03:00:00Z,10.3,43.7,0,61,0,1.3
2022-04-18T04:00:00Z,9.7,46.2,0,59,0,0.9
2022-04-18T05:00:00Z,8.9,53,0,12,0,0.3
2022-04-18T06:00:00Z,9,50.7,0,72,0,1.1
2022-04-18T07:00:00Z,9.5,49.5,0,70,90.8,0.8
2022-04-18T08:00:00Z,12.4,38.7,0,120,285,1.9
2022-04-18T09:00:00Z,14,36.3,0,131,485,1.9
2022-04-18T10:00:00Z,15.7,31,0,143,652.7,1.6
2022-04-18T11:00:00Z,16.5,27.2,0,123,768.8,1.8
2022-04-18T12:00:00Z,17.3,26.5,0,127,836,2
2022-04-18T13:00:00Z,18.1,26.3,0,170,869,2.3
2022-04-18T14:00:00Z,19,25.7,0,173,848.8,1.9
2022-04-18T15:00:00Z,19.4,25.3,0,149,750.7,2.1
2022-04-18T16:00:00Z,19.4,26,0,88,608,1.9
2022-04-18T17:00:00Z,19.4,26.8,0,96,439.8,1.8
2022-04-18T18:00:00Z,18.9,27.7,0,123,245.3,1.9
2022-04-18T19:00:00Z,17,32,0,125,50.5,1.6
2022-04-18T20:00:00Z,14.6,38.8,0,125,0,1.3
2022-04-18T21:00:00Z,13,44.3,0,124,0,1.1
2022-04-18T22:00:00Z,12.2,48.2,0,108,0,1.1
2022-04-18T23:00:00Z,11.5,51.5,0,60,0,1.1
2022-04-19T00:00:00Z,10.9,52.3,0,61,0,1.3
2022-04-19T01:00:00Z,10,51.8,0,61,0,1.2
2022-04-19T02:00:00Z,9.6,50.7,0,59,0,1.2
2022-04-19T03:00:00Z,8.3,53.2,0,80,0,0.8
2022-04-19T04:00:00Z,5.7,66.8,0,307,0,0.3
2022-04-19T05:00:00Z,5.2,72.3,0,285,0,0.6
2022-04-19T06:00:00Z,5,74.3,0,262,0,0.2
2022-04-19T07:00:00Z,8.3,61.2,0,348,97.5,0.5
2022-04-19T08:00:00Z,13.7,43.7,0,324,290.7,0.6
2022-04-19T09:00:00Z,16.2,28.5,0,160,488.7,1.5
2022-04-19T10:00:00Z,16.7,30.2,0,150,649.5,1.9
2022-04-19T11:00:00Z,18.2,25.8,0,162,765.3,1.8
2022-04-19T12:00:00Z,19.1,24,0,189,828.3,2
2022-04-19T13:00:00Z,20.3,24,0,229,862,2.1
2022-04-19T14:00:00Z,21.1,25.7,0,215,852,2.2
2022-04-19T15:00:00Z,22.2,28.2,0,228,758,2.3
2022-04-19T16:00:00Z,22.6,28.2,0,243,597.7,2
2022-04-19T17:00:00Z,22.2,29.3,0,228,316.2,2
2022-04-19T18:00:00Z,20.6,38,0,222,134,2.9
2022-04-19T19:00:00Z,18.4,46,0,223,28.5,2.6
2022-04-19T20:00:00Z,16.5,53.5,0,230,0,2.3
2022-04-19T21:00:00Z,15.4,60,0,228,0,1.7
2022-04-19T22:00:00Z,14.3,66.7,0,269,0,1.2
2022-04-19T23:00:00Z,13.7,70.8,0,295,0,1.2
2022-04-20T00:00:00Z,11.7,80.7,0,77,0,0.6
2022-04-20T01:00:00Z,11.3,79.5,0,99,0,1
2022-04-20T02:00:00Z,12.1,62.2,0,107,0,1.9
2022-04-20T03:00:00Z,11.2,64.6,0,78,0,1.7
2022-04-20T04:00:00Z,9.9,73.3,0,74,0,1.3
2022-04-20T05:00:00Z,10.2,75.5,0,77,0,1.4
2022-04-20T06:00:00Z,10.6,75.5,0,90,0,1.6
2022-04-20T07:00:00Z,11.2,74.3,0,76,46.7,2.1
2022-04-20T08:00:00Z,12.2,66.8,0,80,174,2.8
2022-04-20T09:00:00Z,12.4,63.7,0,101,176.7,3.2
2022-04-20T10:00:00Z,13.2,59.8,0,92,292.8,2.8
2022-04-20T11:00:00Z,14.4,57.7,0,90,548.3,3.2
2022-04-20T12:00:00Z,15.8,53.3,0,96,665.7,2.9
2022-04-20T13:00:00Z,17,48.7,0,95,609,2.8
2022-04-20T14:00:00Z,16.3,49.3,0,68,307.2,2.8
2022-04-20T15:00:00Z,16.6,47.7,0,89,217.5,2.1
2022-04-20T16:00:00Z,16.2,48.5,0,62,220,2.4
2022-04-20T17:00:00Z,17.1,46.2,0,85,239.2,1.9
2022-04-20T18:00:00Z,16.3,47.8,0,92,84.8,1.6
2022-04-20T19:00:00Z,15.2,51.3,0,78,33.5,0.9
2022-04-20T20:00:00Z,13.3,58.7,0,78,0,0.6
2022-04-20T21:00:00Z,12.8,61.2,0,70,0,0.7
2022-04-20T22:00:00Z,13.4,59.7,0,114,0,1.1
2022-04-20T23:00:00Z,12.9,63.7,0,117,0,1.4
2022-04-21T00:00:00Z,12.4,67.2,0,79,0,1.2
2022-04-21T01:00:00Z,11.6,68.3,0,63,0,1.6
2022-04-21T02:00:00Z,10.5,66.5,0,71,0,1.3
2022-04-21T03:00:00Z,9.1,68.7,0,68,0,0.8
2022-04-21T04:00:00Z,8.8,66,0,79,0,0.8
2022-04-21T05:00:00Z,8.8,62.3,0,45,0,0.5
2022-04-21T06:00:00Z,9.6,56.2,0,56,0,0.9
2022-04-21T07:00:00Z,10.6,50.2,0,79,40.3,1
2022-04-21T08:00:00Z,12,41.7,0,96,140.2,1.3
2022-04-21T09:00:00Z,13.9,38.7,0,100,410.2,2.8
2022-04-21T10:00:00Z,15.3,38,0,79,556.2,2.6
2022-04-21T11:00:00Z,16.2,38.8,0,105,557.3,2.4
2022-04-21T12:00:00Z,17.1,36.5,0,125,524.5,2.8
2022-04-21T13:00:00Z,16.7,36.2,0,132,362.5,2.5
2022-04-21T14:00:00Z,17.1,34.3,0,111,390.3,2.3
2022-04-21T15:00:00Z,17,36.3,0,125,341.7,2.5
2022-04-21T16:00:00Z,14.7,45.8,0,129,135.7,3
2022-04-21T17:00:00Z,13.5,50.3,0,116,54.2,2.5
2022-04-21T18:00:00Z,13.1,51.7,0,106,34.2,1.8
2022-04-21T19:00:00Z,12.9,53.2,0,82,0,1.3
2022-04-21T20:00:00Z,12.4,55.8,0,61,0,1.1
2022-04-21T21:00:00Z,12.3,58,0,58,0,1.2
2022-04-21T22:00:00Z,11.6,60.5,0,132,0,0.4
2022-04-21T23:00:00Z,11,69.3,0,213,0,0.3
2022-04-22T00:00:00Z,11,74,0,179,0,0.2
2022-04-22T01:00:00Z,10.7,83,0,172,0,1.6
2022-04-22T02:00:00Z,9.2,89.8,0,179,0,1.8
2022-04-22T03:00:00Z,8.8,93.2,0,180,0,0.7
2022-04-22T04:00:00Z,9,92,0,196,0,1.2
2022-04-22T05:00:00Z,9,90.3,0,222,0,1.1
2022-04-22T06:00:00Z,9.1,90,0,209,0,0.9
2022-04-22T07:00:00Z,9.5,87.2,0,251,33.8,0.9
2022-04-22T08:00:00Z,10.7,80.5,0,266,108.3,1
2022-04-22T09:00:00Z,11.7,74.7,0,280,217,1.5
2022-04-22T10:00:00Z,13.5,67,0,263,329.5,1.4
2022-04-22T11:00:00Z,15.3,58.7,0,237,399.3,1.6
2022-04-22T12:00:00Z,16.7,54.2,0,226,460.8,2
2022-04-22T13:00:00Z,17.3,55,0,223,412.3,2.2
2022-04-22T14:00:00Z,17.6,53.8,0,218,365.2,2.2
2022-04-22T15:00:00Z,16.8,56.5,0,195,315.8,2.5
2022-04-22T16:00:00Z,17.1,55.7,0,179,314.7,2.1
2022-04-22T17:00:00Z,17,57,0,174,232,1.8
2022-04-22T18:00:00Z,17,58.3,0,162,216.5,2
2022-04-22T19:00:00Z,15.7,62.3,0,125,52,1.8
2022-04-22T20:00:00Z,14.4,68.5,0,102,0,1.3
2022-04-22T21:00:00Z,13.3,73.8,0,88,0,0.8
2022-04-22T22:00:00Z,12.1,80.7,0,116,0,0.7
2022-04-22T23:00:00Z,10.9,87.2,0,54,0,0.7
2022-04-23T00:00:00Z,10.7,88.5,0,359,0,0.5
2022-04-23T01:00:00Z,11,88.5,0,39,0,0.6
2022-04-23T02:00:00Z,11.2,87.5,0,65,0,0.5
2022-04-23T03:00:00Z,11.1,87.5,0,55,0,0.5
2022-04-23T04:00:00Z,10.9,88.5,0,125,0,0.6
2022-04-23T05:00:00Z,10.4,91.7,0,128,0,0.3
2022-04-23T06:00:00Z,11,89.7,0,92,0,0.7
2022-04-23T07:00:00Z,11.7,86.2,0,77,6.2,1.1
2022-04-23T08:00:00Z,13,78.5,0,86,142,2
2022-04-23T09:00:00Z,15.5,66.5,0,88,388.2,2.8
2022-04-23T10:00:00Z,15.8,65.3,0,103,224.7,2.7
2022-04-23T11:00:00Z,16.1,65.7,0,114,281.3,3.6
2022-04-23T12:00:00Z,15.8,69.2,0,109,163.8,2.8
2022-04-23T13:00:00Z,16.6,68.8,0,84,297.7,2.7
2022-04-23T14:00:00Z,16.2,69.2,0,68,121.8,2.6
2022-04-23T15:00:00Z,15.8,76.3,0,77,116,2.3
2022-04-23T16:00:00Z,15.4,81.5,0,103,66.3,2.5
2022-04-23T17:00:00Z,15.4,80.7,0,85,52,2.5
2022-04-23T18:00:00Z,15.4,77.3,0,79,28.3,2.7
2022-04-23T19:00:00Z,15.4,76.2,0,76,13.8,2.8
2022-04-23T20:00:00Z,14.6,78.8,0,68,0,2.9
2022-04-23T21:00:00Z,14.2,83.3,0,87,0,3.2
2022-04-23T22:00:00Z,13.2,92.8,0,117,0,4
2022-04-23T23:00:00Z,12.7,93.8,0,143,0,2.8
2022-04-24T00:00:00Z,12,95.7,0,112,0,1.7
2022-04-24T01:00:00Z,11.3,95.7,0,74,0,1.9
2022-04-24T02:00:00Z,11,93.2,0,93,0,2.5
2022-04-24T03:00:00Z,10.2,89.7,0,93,0,1.9
2022-04-24T04:00:00Z,9.9,89.5,0,74,0,2.1
2022-04-24T05:00:00Z,9.9,87.7,0,72,0,1.9
2022-04-24T06:00:00Z,9.7,87.5,0,55,0.5,1.8
2022-04-24T07:00:00Z,9.9,83.2,0,67,76,1.9
2022-04-24T08:00:00Z,11.3,74.8,0,82,163.8,2.1
2022-04-24T09:00:00Z,12.5,69.8,0,87,336,2.6
2022-04-24T10:00:00Z,13.7,64.8,0,83,456,2.7
2022-04-24T11:00:00Z,14,65.8,0,80,368.7,2.8
2022-04-24T12:00:00Z,13.8,68.2,0,75,271.7,2.5
2022-04-24T13:00:00Z,15.1,59,0,46,445.5,2.6
2022-04-24T14:00:00Z,16.5,53.3,0,67,523.5,1.8
2022-04-24T15:00:00Z,17.1,49.5,0,107,404,1.6
2022-04-24T16:00:00Z,16.8,53.5,0,197,427.3,2.4
2022-04-24T17:00:00Z,17.6,50,0,165,375.3,1.7
2022-04-24T18:00:00Z,16.9,48.5,0,198,188,1
2022-04-24T19:00:00Z,15.5,53.8,0,228,33.2,1.2
2022-04-24T20:00:00Z,11.8,68,0,195,0,0.1
2022-04-24T21:00:00Z,9.9,79.8,0,215,0,0.2
2022-04-24T22:00:00Z,9.6,85.5,0,208,0,0.5
2022-04-24T23:00:00Z,9.9,86.2,0,229,0,0.8
2022-04-25T00:00:00Z,10,85.8,0,258,0,0.8
2022-04-25T01:00:00Z,11.1,77.8,0,234,0,1.5
2022-04-25T02:00:00Z,10.7,79.2,0,275,0,1.3
2022-04-25T03:00:00Z,9.9,83.7,0,276,0,0.8
2022-04-25T04:00:00Z,10,84.3,0,303,0,0.8
2022-04-25T05:00:00Z,10,85.2,0,327,0,1.1
2022-04-25T06:00:00Z,9.6,88.2,0,325,6.5,1
2022-04-25T07:00:00Z,11.4,81.7,0,280,130.7,0.7
2022-04-25T08:00:00Z,13.3,73.3,0,315,200.8,1.3
2022-04-25T09:00:00Z,14.9,67.5,0,278,363.8,1.2
2022-04-25T10:00:00Z,17.5,54.8,0,215,660.2,1.8
2022-04-25T11:00:00Z,18.7,49.8,0,237,775.2,2.1
2022-04-25T12:00:00Z,19.1,48,0,259,477.8,1.4
2022-04-25T13:00:00Z,19.9,46,0,293,457.8,1.4
2022-04-25T14:00:00Z,21.2,40.2,0,163,549.7,1.5
2022-04-25T15:00:00Z,20.6,43.5,0,148,363.3,2
2022-04-25T16:00:00Z,20.2,46.3,0,116,241.8,1.7
2022-04-25T17:00:00Z,20.1,47.7,0,112,198.2,1.8
2022-04-25T18:00:00Z,18.8,54.2,0,108,81.3,2.4
2022-04-25T19:00:00Z,17.6,61.2,0,103,15,1.8
2022-04-25T20:00:00Z,16.8,67.7,0,119,0,1.5
2022-04-25T21:00:00Z,15.1,77,0,315,0,2.2
2022-04-25T22:00:00Z,11.9,95.2,0,119,0,1.1
2022-04-25T23:00:00Z,11.6,98.7,0,30,0,0.8
2022-04-26T00:00:00Z,11.9,98,0,360,0,1.4
2022-04-26T01:00:00Z,12.3,98,0,12,0,0.5
2022-04-26T02:00:00Z,12.4,98,0,158,0,0.4
2022-04-26T03:00:00Z,12.2,95.5,0,109,0,0.8
2022-04-26T04:00:00Z,12,94.2,0,83,0,0.5
2022-04-26T05:00:00Z,11.9,94,0,55,0,0.4
2022-04-26T06:00:00Z,11.7,94,0,54,0,0.6
2022-04-26T07:00:00Z,12.1,91.3,0,52,0,1
2022-04-26T08:00:00Z,12.2,93,0,36,17.5,0.8
2022-04-26T09:00:00Z,12,96.8,0,359,21.8,1
2022-04-26T10:00:00Z,12.2,97.3,0,62,116.3,1.2
2022-04-26T11:00:00Z,14.2,88.8,0,70,255.5,1.2
2022-04-26T12:00:00Z,14.9,85,0,83,323,1.3
2022-04-26T13:00:00Z,16.1,79.5,0,58,395.7,1.6
2022-04-26T14:00:00Z,17.3,71,0,71,590.5,1.8
2022-04-26T15:00:00Z,18.3,65,0,50,568.2,1.6
2022-04-26T16:00:00Z,19.5,58.8,0,42,501.3,1.3
2022-04-26T17:00:00Z,17.9,66,0,106,97.7,0.7
2022-04-26T18:00:00Z,17.4,70.5,0,185,117.8,1.1
2022-04-26T19:00:00Z,17.1,71.5,0,245,68.8,0.5
2022-04-26T20:00:00Z,13.7,88,0,246,0,0.4
2022-04-26T21:00:00Z,11.8,94.7,0,252,0,0.3
2022-04-26T22:00:00Z,11.8,95.3,0,256,0,0.8
2022-04-26T23:00:00Z,13.3,82.8,0,260,0,1.4
2022-04-27T00:00:00Z,12.4,86.8,0,286,0,0.6
2022-04-27T01:00:00Z,10.7,96,0,345,0,0.5
2022-04-27T02:00:00Z,9.6,98,0,313,0,0.3
2022-04-27T03:00:00Z,9.1,99,0,346,0,0.5
2022-04-27T04:00:00Z,8.5,99,0,0,0,0.6
2022-04-27T05:00:00Z,7.9,99,0,338,0,0.5
2022-04-27T06:00:00Z,7.5,99,0,225,5,0.2
2022-04-27T07:00:00Z,10.1,94.5,0,75,147.2,0.5
2022-04-27T08:00:00Z,14.3,68,0,68,310.5,0.9
2022-04-27T09:00:00Z,16,65,0,105,515.5,1.9
2022-04-27T10:00:00Z,17.4,65.2,0,135,649.3,1.7
2022-04-27T11:00:00Z,18.9,57.8,0,144,796,1.7
2022-04-27T12:00:00Z,19.9,53.2,0,168,797.5,1.7
2022-04-27T13:00:00Z,21,46.3,0,118,886.5,1.8
2022-04-27T14:00:00Z,21.4,46.5,0,134,861,1.9
2022-04-27T15:00:00Z,22.1,41,0,110,768.8,1.7
2022-04-27T16:00:00Z,22.6,38.2,0,125,620.5,1.6
2022-04-27T17:00:00Z,22.7,34.8,0,108,455,1.9
2022-04-27T18:00:00Z,22.3,34.7,0,122,256.7,1.6
2022-04-27T19:00:00Z,20.5,40.2,0,111,79.2,1.8
2022-04-27T20:00:00Z,17.5,49,0,112,0,1
2022-04-27T21:00:00Z,15.1,59.3,0,247,0,0.1
2022-04-27T22:00:00Z,13.3,65.7,0,84,0,0.5
2022-04-27T23:00:00Z,12.4,70.5,0,2,0,0.4
2022-04-28T00:00:00Z,13.4,68.2,0,50,0,1
2022-04-28T01:00:00Z,13.8,67.7,0,66,0,1.3
2022-04-28T02:00:00Z,14.2,66.3,0,74,0,1.6
2022-04-28T03:00:00Z,14,64.5,0,60,0,1.5
2022-04-28T04:00:00Z,12.9,67.7,0,53,0,1
2022-04-28T05:00:00Z,13,63.2,0,60,0,1.4
2022-04-28T06:00:00Z,12.6,62.8,0,57,8.3,1.5
2022-04-28T07:00:00Z,13.1,61.7,0,47,89.5,1.3
2022-04-28T08:00:00Z,15.4,56.5,0,63,275.5,1.8
2022-04-28T09:00:00Z,16.4,54,0,80,428.2,2.6
2022-04-28T10:00:00Z,17.6,51.7,0,83,486.8,2.2
2022-04-28T11:00:00Z,19,45.8,0,114,710.7,2.5
2022-04-28T12:00:00Z,20.8,37.3,0,143,850,2.3
2022-04-28T13:00:00Z,21.6,36.8,0,120,885.7,2
2022-04-28T14:00:00Z,21.9,37.2,0,85,864,1.9
2022-04-28T15:00:00Z,22.3,37,0,68,771,1.9
2022-04-28T16:00:00Z,22.6,36.2,0,139,629,2.2
2022-04-28T17:00:00Z,22.6,36,0,110,464.7,2.2
2022-04-28T18:00:00Z,21.9,37.5,0,117,267.2,2.1
2022-04-28T19:00:00Z,20.5,40.8,0,131,80.5,1.9
2022-04-28T20:00:00Z,18.1,49.2,0,128,0,1.5
2022-04-28T21:00:00Z,16.5,55.2,0,130,0,1.2
2022-04-28T22:00:00Z,15.2,60.7,0,114,0,0.8
2022-04-28T23:00:00Z,14.7,61.8,0,64,0,1.1
2022-04-29T00:00:00Z,14.1,64.3,0,49,0,1.1
2022-04-29T01:00:00Z,13.3,67.7,0,52,0,0.8
2022-04-29T02:00:00Z,14.3,63,0,40,0,0.7
2022-04-29T03:00:00Z,14.6,61.7,0,61,0,0.5
2022-04-29T04:00:00Z,14.2,64.7,0,15,0,0.4
2022-04-29T05:00:00Z,13.7,67.7,0,25,0,0.4
2022-04-29T06:00:00Z,13.1,71.7,0,86,8.8,0.3
2022-04-29T07:00:00Z,14.5,68.3,0,111,88.8,0.3
2022-04-29T08:00:00Z,16.3,59.3,0,46,189.3,0.9
2022-04-29T09:00:00Z,17.6,52.2,0,83,375.2,2.1
2022-04-29T10:00:00Z,19.1,45.8,0,64,681.3,2.1
2022-04-29T11:00:00Z,20.8,35.2,0,109,874.5,2.3
2022-04-29T12:00:00Z,21.6,33.7,0,151,851.7,2.1
2022-04-29T13:00:00Z,21.9,31.7,0,107,886.2,2
2022-04-29T14:00:00Z,22.6,30.7,0,130,863.5,1.9
2022-04-29T15:00:00Z,22.9,30,0,149,761.5,2
2022-04-29T16:00:00Z,22.9,29.8,0,140,573.5,2
2022-04-29T17:00:00Z,23.1,28.7,0,136,486.5,1.8
2022-04-29T18:00:00Z,21.9,29.3,0,124,234.8,2.3
2022-04-29T19:00:00Z,20.1,33.5,0,134,81.3,2.1
2022-04-29T20:00:00Z,18,37.5,0,136,0,1.6
2022-04-29T21:00:00Z,16.3,42.5,0,143,0,1.1
2022-04-29T22:00:00Z,15.2,46.8,0,126,0,0.8
2022-04-29T23:00:00Z,13.9,54.3,0,357,0,0.3
2022-04-30T00:00:00Z,14.1,54.5,0,9,0,0.5
2022-04-30T01:00:00Z,14.1,54,0,62,0,0.7
2022-04-30T02:00:00Z,14,54.5,0,60,0,0.7
2022-04-30T03:00:00Z,14.6,53.3,0,46,0,0.8
2022-04-30T04:00:00Z,14.2,56.2,0,22,0,0.5
2022-04-30T05:00:00Z,12.6,64.2,0,197,0,0.1
2022-04-30T06:00:00Z,11.5,69.8,0,238,13.3,0
2022-04-30T07:00:00Z,14.4,63.8,0,109,100,0.3
2022-04-30T08:00:00Z,17.9,49.3,0,133,228.5,0.5
2022-04-30T09:00:00Z,19.3,40.2,0,164,320.7,0.7
2022-04-30T10:00:00Z,19.8,38,0,167,304.8,0.7
2022-04-30T11:00:00Z,20.5,35.5,0,115,428.3,1.2
2022-04-30T12:00:00Z,21.2,33.5,0,109,533.3,1.4
2022-04-30T13:00:00Z,22.2,30,0,100,797.5,1.9
2022-04-30T14:00:00Z,23.1,27.7,0,205,773.5,1.8
2022-04-30T15:00:00Z,22.9,28,0,89,681.2,1.7
2022-04-30T16:00:00Z,22.8,26.8,0,99,537.8,1.5
2022-04-30T17:00:00Z,22.1,28,0,90,312.2,1.3
2022-04-30T18:00:00Z,21.5,29.2,0,156,158.5,1.3
2022-04-30T19:00:00Z,19.6,32.7,0,165,22,1.1
2022-04-30T20:00:00Z,17.1,39.7,0,154,0,0.6
2022-04-30T21:00:00Z,15.8,46.8,0,227,0,1.1
2022-04-30T22:00:00Z,15.1,53,0,206,0,0.7
2022-04-30T23:00:00Z,13.8,60.2,0,32,0,0.3
2022-05-01T00:00:00Z,14.1,60,0,20,0,0.8
2022-05-01T01:00:00Z,14.9,58,0,55,0,1.2
2022-05-01T02:00:00Z,14.2,61.3,0,99,0,0.5
2022-05-01T03:00:00Z,13.9,64,0,89,0,0.8
2022-05-01T04:00:00Z,13.6,68.2,0,353,0,0.9
2022-05-01T05:00:00Z,13.8,66.7,0,83,0,1.2
2022-05-01T06:00:00Z,13.3,70.3,0,33,0,1.5
2022-05-01T07:00:00Z,12.3,77.7,0,55,44.3,0.5
2022-05-01T08:00:00Z,15.4,66.2,0,94,299.3,1.2
2022-05-01T09:00:00Z,17.1,56.8,0,81,544.2,2
2022-05-01T10:00:00Z,18.9,47.7,0,97,691.3,2.3
2022-05-01T11:00:00Z,19.7,46.2,0,99,816.7,2.5
2022-05-01T12:00:00Z,20.2,44.7,0,130,865.3,2.4
2022-05-01T13:00:00Z,20.9,40.5,0,115,882.8,1.9
2022-05-01T14:00:00Z,20.9,40,0,44,885,2.8
2022-05-01T15:00:00Z,21.6,34.8,0,80,787.8,2.8
2022-05-01T16:00:00Z,22.2,32.8,0,105,641.5,2.2
2022-05-01T17:00:00Z,22.4,32.3,0,136,474.3,2.1
2022-05-01T18:00:00Z,21.6,33.2,0,131,279.5,2.3
2022-05-01T19:00:00Z,20.5,34.8,0,136,95.7,1.9
2022-05-01T20:00:00Z,18.5,40.8,0,134,0,2.2
2022-05-01T21:00:00Z,16.6,56.5,0,120,0,2
2022-05-01T22:00:00Z,15.3,63.8,0,92,0,1.6
2022-05-01T23:00:00Z,14.6,67.8,0,86,0,1.4
2022-05-02T00:00:00Z,13.9,70.5,0,76,0,1.3
2022-05-02T01:00:00Z,13.3,75.2,0,7,0,0.9
2022-05-02T02:00:00Z,10.8,87.2,0,256,0,0.2
2022-05-02T03:00:00Z,9.7,94.2,0,317,0,0.4
2022-05-02T04:00:00Z,9.8,95.2,0,343,0,0.4
2022-05-02T05:00:00Z,9.7,92.5,0,33,0,0.2
2022-05-02T06:00:00Z,9.9,91.5,0,18,9.7,0.2
2022-05-02T07:00:00Z,13.5,77,0,115,146.7,0.6
2022-05-02T08:00:00Z,16.7,60.7,0,101,326.8,1
2022-05-02T09:00:00Z,18.6,53.5,0,92,518.5,1.4
2022-05-02T10:00:00Z,19.6,48.7,0,130,683.3,1.9
2022-05-02T11:00:00Z,20.8,42.7,0,149,728.5,1.9
2022-05-02T12:00:00Z,21.9,39.3,0,158,946,2.3
2022-05-02T13:00:00Z,22.7,37.2,0,112,937.7,2.2
2022-05-02T14:00:00Z,22,38.2,0,150,547.3,1.8
2022-05-02T15:00:00Z,22.1,38,0,78,529.5,2.2
2022-05-02T16:00:00Z,23.1,35.5,0,132,650.3,2.4
2022-05-02T17:00:00Z,23,34.3,0,110,467,2.2
2022-05-02T18:00:00Z,22.4,35.3,0,120,296,2.1
2022-05-02T19:00:00Z,20.8,40,0,105,86.2,2.1
2022-05-02T20:00:00Z,18.3,46.7,0,103,0,1.4
2022-05-02T21:00:00Z,16.1,53.5,0,125,0,0.8
2022-05-02T22:00:00Z,15.9,55.3,0,62,0,0.8
2022-05-02T23:00:00Z,16.9,55.3,0,61,0,1.4
2022-05-03T00:00:00Z,16.2,59.8,0,118,0,0.6
2022-05-03T01:00:00Z,15.7,63.7,0,86,0,0.9
2022-05-03T02:00:00Z,15.1,67.3,0,78,0,0.7
2022-05-03T03:00:00Z,13.7,73.8,0,302,0,0.1
2022-05-03T04:00:00Z,12.6,79.8,0,201,0,0
2022-05-03T05:00:00Z,12.2,82.3,0,199,0,0.1
2022-05-03T06:00:00Z,12.3,82.7,0,180,31.8,0
2022-05-03T07:00:00Z,16.8,65.3,0,97,184.2,0.7
2022-05-03T08:00:00Z,19.4,51.8,0,51,336,0.9
2022-05-03T09:00:00Z,20.5,46.5,0,106,403.3,1.5
2022-05-03T10:00:00Z,21.6,44.5,0,139,515.7,1.3
2022-05-03T11:00:00Z,22.5,42,0,163,582.7,1.7
2022-05-03T12:00:00Z,22.9,39.2,0,25,648.5,1.6
2022-05-03T13:00:00Z,23,39.3,0,50,510.3,1.8
2022-05-03T14:00:00Z,19.9,52.2,0,356,458,5.2
2022-05-03T15:00:00Z,20.1,49.2,0,355,359.8,4.3
2022-05-03T16:00:00Z,20.1,46.8,0,354,189.5,3.2
2022-05-03T17:00:00Z,20.3,45.2,0,351,216.2,3.1
2022-05-03T18:00:00Z,19.4,50.7,0,200,81.5,3.2
2022-05-03T19:00:00Z,16.7,63.2,0,192,10,2.6
2022-05-03T20:00:00Z,14.9,78.3,0,256,0,1.4
2022-05-03T21:00:00Z,14.4,82.3,0,319,0,2.1
2022-05-03T22:00:00Z,14.9,76.8,0,340,0,2.7
2022-05-03T23:00:00Z,14.2,85.2,0,200,0,0.8
2022-05-04T00:00:00Z,14.1,86.3,0,256,0,0.8
2022-05-04T01:00:00Z,14.2,83.8,0,211,0,0.3
2022-05-04T02:00:00Z,13.3,88,0,205,0,0.2
2022-05-04T03:00:00Z,13.5,87.7,0,207,0,0.3
2022-05-04T04:00:00Z,14.3,84.3,0,257,0,0.7
2022-05-04T05:00:00Z,14.4,85.3,0,255,0,0.8
2022-05-04T06:00:00Z,14.5,84.7,0,273,8.5,0.7
2022-05-04T07:00:00Z,15.2,80.7,0,256,56.3,0.8
2022-05-04T08:00:00Z,16.5,72.7,0,283,134.5,0.6
2022-05-04T09:00:00Z,17.7,67,0,340,225.3,0.8
2022-05-04T10:00:00Z,19.1,61.5,0,247,342.8,1.1
2022-05-04T11:00:00Z,19.9,57.7,0,345,487.8,1.1
2022-05-04T12:00:00Z,21.3,49.5,0,1,787.5,1.8
2022-05-04T13:00:00Z,20.9,44.8,0,357,424.2,1.5
2022-05-04T14:00:00Z,22.2,42.8,0,347,684,1.7
2022-05-04T15:00:00Z,22,41.5,0,103,237.5,1.2
2022-05-04T16:00:00Z,21.6,43,0,30,138,1.2
2022-05-04T17:00:00Z,19.1,58,0,257,36.8,2.6
2022-05-04T18:00:00Z,16.7,76.8,0,4,77.2,2.1
2022-05-04T19:00:00Z,17,77.5,0,231,49.2,0.9
2022-05-04T20:00:00Z,15.6,85.5,0,46,0,0.5
2022-05-04T21:00:00Z,14.2,88.3,0,306,0,0.3
2022-05-04T22:00:00Z,13.7,88.2,0,325,0,0.6
2022-05-04T23:00:00Z,13.5,84,0,331,0,0.1
2022-05-05T00:00:00Z,13.6,85.3,0,331,0,0.5
2022-05-05T01:00:00Z,13.6,84.7,0,260,0,0.4
2022-05-05T02:00:00Z,12.3,90.5,0,174,0,0.8
2022-05-05T03:00:00Z,13,88,0,31,0,0.9
2022-05-05T04:00:00Z,14.1,78.8,0,73,0,1.1
2022-05-05T05:00:00Z,13.6,82,0,59,0,0.4
2022-05-05T06:00:00Z,13.6,81.5,0,76,15.3,0.8
2022-05-05T07:00:00Z,15,71.7,0,102,73.7,1.3
2022-05-05T08:00:00Z,15.6,68.2,0,103,118.2,1.6
2022-05-05T09:00:00Z,16.5,68,0,110,196,2.2
2022-05-05T10:00:00Z,17,67,0,128,205.7,2.1
2022-05-05T11:00:00Z,17.7,64.5,0,102,239,1.7
