data,temperatura,umidità_relativa,precipitazione,direzione_vento,radiazione_globale,velocità_vento
2022-06-28T09:00:00Z,29.3,44.2,0,102,471,2.3
2022-06-28T10:00:00Z,30.6,36.8,0,101,323.3,1.4
2022-06-28T11:00:00Z,30.5,39.7,0,164,178,1.1
2022-06-28T12:00:00Z,23.7,80,0,223,12,2
2022-06-28T13:00:00Z,22.9,82.5,0,19,140.5,3
2022-06-28T14:00:00Z,25.5,69.2,0,16,449.3,2.5
2022-06-28T15:00:00Z,28.2,55.5,0,8,598.3,3.3
2022-06-28T16:00:00Z,29.7,48.5,0,33,455.3,2.3
2022-06-28T17:00:00Z,30.6,45.3,0,60,449.3,3.2
2022-06-28T18:00:00Z,30.9,42.5,0,97,253.8,1.9
2022-06-28T19:00:00Z,31,42.3,0,164,133.8,1.5
2022-06-28T20:00:00Z,27.8,48.7,0,306,0,1.4
2022-06-28T21:00:00Z,26.5,52.5,0,342,0,1.4
2022-06-28T22:00:00Z,25.8,58.3,0,47,0,1.9
2022-06-28T23:00:00Z,21.8,71,0,188,0,3.6
2022-06-29T00:00:00Z,21.2,73,0,122,0,1.7
2022-06-29T01:00:00Z,21.5,72.8,0,355,0,2
2022-06-29T02:00:00Z,21.8,71.3,0,291,0,1.5
2022-06-29T03:00:00Z,21.8,69.5,0,297,0,1.9
2022-06-29T04:00:00Z,21.3,70.5,0,285,0,1.6
2022-06-29T05:00:00Z,20.9,71.8,0,264,0,1.3
2022-06-29T06:00:00Z,21.7,71,0,253,49.8,1.2
2022-06-29T07:00:00Z,23.7,64.2,0,256,192.2,1.7
2022-06-29T08:00:00Z,25.2,59.8,0,228,388.7,2.2
2022-06-29T09:00:00Z,26.3,56.5,0,260,566.7,2.4
2022-06-29T10:00:00Z,27.5,51.3,0,269,720.3,2.6
2022-06-29T11:00:00Z,29.1,45.8,0,269,837,2.6
2022-06-29T12:00:00Z,30.7,41.3,0,255,911.7,2.5
2022-06-29T13:00:00Z,31.9,40.2,0,230,929,2.4
2022-06-29T14:00:00Z,32.7,36.2,0,195,900.3,2.6
2022-06-29T15:00:00Z,33.1,31.5,0,197,828.2,2.5
2022-06-29T16:00:00Z,33.5,32.2,0,230,705,2.2
2022-06-29T17:00:00Z,33.3,30.3,0,221,550,2.1
2022-06-29T18:00:00Z,33.7,30.5,0,198,365.3,1.7
2022-06-29T19:00:00Z,32.8,35.5,0,225,174.2,1.5
2022-06-29T20:00:00Z,30.1,42.5,0,219,24.8,2.1
2022-06-29T21:00:00Z,27.9,47.3,0,212,0,1.8
2022-06-29T22:00:00Z,26.4,54.3,0,219,0,2.2
2022-06-29T23:00:00Z,25,61.3,0,272,0,1.2
2022-06-30T00:00:00Z,24.3,64.2,0,295,0,1.2
2022-06-30T01:00:00Z,23.7,65.7,0,295,0,1.2
2022-06-30T02:00:00Z,22.7,70,0,304,0,0.9
2022-06-30T03:00:00Z,22.4,70.8,0,248,0,0.8
2022-06-30T04:00:00Z,20.8,77.7,0,225,0,0.3
2022-06-30T05:00:00Z,20.4,80.7,0,267,0,0.3
2022-06-30T06:00:00Z,22.7,71,0,313,58.2,1.1
2022-06-30T07:00:00Z,25.1,61.5,0,285,189.8,1.6
2022-06-30T08:00:00Z,26.7,57,0,257,380,1.7
2022-06-30T09:00:00Z,28.5,50.3,0,229,554.3,1.6
2022-06-30T10:00:00Z,29.4,47.8,0,354,709.2,1.6
2022-06-30T11:00:00Z,31.4,43.8,0,207,828.2,2
2022-06-30T12:00:00Z,31.9,42.3,0,204,910.3,2.4
2022-06-30T13:00:00Z,32.7,39.3,0,151,925.3,2.5
2022-06-30T14:00:00Z,32.6,37.3,0,122,848,2.7
2022-06-30T15:00:00Z,33,35.7,0,170,676,2.4
2022-06-30T16:00:00Z,33.4,34.2,0,184,630.3,2.2
2022-06-30T17:00:00Z,33.1,36.3,0,175,565.2,2.4
2022-06-30T18:00:00Z,32.5,38.3,0,171,351,2.4
2022-06-30T19:00:00Z,32,40.3,0,166,161.8,1.7
2022-06-30T20:00:00Z,29.3,47.3,0,152,18,0.8
2022-06-30T21:00:00Z,26.7,56,0,151,0,0.6
2022-06-30T22:00:00Z,25.8,57.3,0,192,0,0.8
2022-06-30T23:00:00Z,24.3,60.5,0,216,0,0.6
2022-07-01T00:00:00Z,25.3,44.5,0,305,0,1.5
2022-07-01T01:00:00Z,25.9,32,0,293,0,1.8
2022-07-01T02:00:00Z,24.9,47.3,0,324,0,2.3
2022-07-01T03:00:00Z,23.6,57.5,0,325,0,1.2
2022-07-01T04:00:00Z,22.2,63.8,0,102,0,0.4
2022-07-01T05:00:00Z,22.4,63.5,0,225,0,0.5
2022-07-01T06:00:00Z,23.5,65,0,41,67.5,1.7
2022-07-01T07:00:00Z,25,61.5,0,104,173,1.4
2022-07-01T08:00:00Z,25.7,58.7,0,176,189,1.4
2022-07-01T09:00:00Z,27.4,51,0,184,430.3,1.8
2022-07-01T10:00:00Z,29.7,36,0,208,698,2.5
2022-07-01T11:00:00Z,31.1,32.3,0,228,862.5,2
2022-07-01T12:00:00Z,31.5,32,0,164,897,2.3
2022-07-01T13:00:00Z,31.9,33.2,0,191,873.5,2.6
2022-07-01T14:00:00Z,32.4,32.8,0,176,796.7,2.4
2022-07-01T15:00:00Z,33.3,30,0,210,810.5,2.3
2022-07-01T16:00:00Z,33.2,31,0,169,587.3,2.2
2022-07-01T17:00:00Z,33.6,29.3,0,211,554.3,1.9
2022-07-01T18:00:00Z,33.4,28.7,0,230,345,2.2
2022-07-01T19:00:00Z,33.1,30,0,249,188.3,1.5
2022-07-01T20:00:00Z,30.3,36,0,284,17.5,1.2
2022-07-01T21:00:00Z,28.5,45.8,0,292,0,1.2
2022-07-01T22:00:00Z,27.1,50.8,0,227,0,1.3
2022-07-01T23:00:00Z,26.6,48.7,0,226,0,1.7
2022-07-02T00:00:00Z,25.6,52.3,0,241,0,1.7
2022-07-02T01:00:00Z,24.8,57.5,0,265,0,1.2
2022-07-02T02:00:00Z,22.9,65.7,0,261,0,0.5
2022-07-02T03:00:00Z,21.1,71.8,0,7,0,0.2
2022-07-02T04:00:00Z,20.8,70.7,0,76,0,0.6
2022-07-02T05:00:00Z,20.8,67.7,0,150,0,0.4
2022-07-02T06:00:00Z,22.3,64.2,0,327,55.8,0.3
2022-07-02T07:00:00Z,25.8,49.2,0,6,209.2,1.4
2022-07-02T08:00:00Z,28.6,41.5,0,98,382.8,1.3
2022-07-02T09:00:00Z,29,41.8,0,82,555.8,1.9
2022-07-02T10:00:00Z,29.7,42,0,50,706,2.1
2022-07-02T11:00:00Z,31.7,39,0,105,818.7,2
2022-07-02T12:00:00Z,33.2,35,0,141,899.2,2.4
2022-07-02T13:00:00Z,34.1,34,0,155,926,2.4
2022-07-02T14:00:00Z,34.3,29.3,0,111,906,2.4
2022-07-02T15:00:00Z,34.8,25.5,0,165,826.8,2.6
2022-07-02T16:00:00Z,35,26.2,0,134,709.3,2.2
2022-07-02T17:00:00Z,35.2,22.5,0,117,552.8,2
2022-07-02T18:00:00Z,35.1,23.7,0,161,367.7,1.8
2022-07-02T19:00:00Z,34.3,26.5,0,153,203,1.9
2022-07-02T20:00:00Z,31.8,32.7,0,162,30.5,1.3
2022-07-02T21:00:00Z,28.5,40.8,0,193,0,0.5
2022-07-02T22:00:00Z,26.3,47.5,0,213,0,0.1
2022-07-02T23:00:00Z,26.7,49.8,0,297,0,0.8
2022-07-03T00:00:00Z,25.9,53.5,0,26,0,0.5
2022-07-03T01:00:00Z,24.3,59.7,0,11,0,0.1
2022-07-03T02:00:00Z,23.1,63.3,0,184,0,0.1
2022-07-03T03:00:00Z,22.7,65,0,334,0,0
2022-07-03T04:00:00Z,21.9,68,0,193,0,0.1
2022-07-03T05:00:00Z,21.6,70.8,0,206,0,0.2
2022-07-03T06:00:00Z,23.5,65.7,0,257,55.3,0.1
2022-07-03T07:00:00Z,28.7,47.8,0,128,200.8,0.6
2022-07-03T08:00:00Z,30.7,41.2,0,36,374,0.8
2022-07-03T09:00:00Z,31.7,37.7,0,85,551.7,1.4
2022-07-03T10:00:00Z,33.4,34,0,171,703.2,1.9
2022-07-03T11:00:00Z,34.6,32.5,0,190,816.3,2
2022-07-03T12:00:00Z,35.7,31.7,0,184,889.8,2
2022-07-03T13:00:00Z,36.6,30.7,0,177,910.8,2.3
2022-07-03T14:00:00Z,36.6,28.8,0,177,878,2.3
2022-07-03T15:00:00Z,37.3,28,0,201,806.8,2.5
2022-07-03T16:00:00Z,37.5,26.8,0,193,691,2.6
2022-07-03T17:00:00Z,37.4,25.7,0,215,533.2,2.4
2022-07-03T18:00:00Z,37.3,25.3,0,223,356.5,2.2
2022-07-03T19:00:00Z,35.5,26,0,259,124.8,1.6
2022-07-03T20:00:00Z,32,32.2,0,238,12.8,0.4
2022-07-03T21:00:00Z,29.1,36.7,0,195,0,0.5
2022-07-03T22:00:00Z,27.3,44,0,189,0,0.5
2022-07-03T23:00:00Z,26.5,49.8,0,121,0,0.3
2022-07-04T00:00:00Z,27.1,49.8,0,271,0,1.2
2022-07-04T01:00:00Z,28.9,43.2,0,347,0,4
2022-07-04T02:00:00Z,28.4,47.3,0,14,0,2
2022-07-04T03:00:00Z,27.3,48.3,0,22,0,1.8
2022-07-04T04:00:00Z,26.1,50.2,0,15,0,1.7
2022-07-04T05:00:00Z,25.4,51.5,0,2,0,1.5
2022-07-04T06:00:00Z,25.7,52.8,0,219,55.8,0.5
2022-07-04T07:00:00Z,28.5,43.7,0,359,207.2,1.5
2022-07-04T08:00:00Z,26.9,55.3,0,168,73,1.2
2022-07-04T09:00:00Z,28.4,50.3,0,319,389,1.4
2022-07-04T10:00:00Z,28.9,48.8,0,350,347.7,3.6
2022-07-04T11:00:00Z,29.3,44.2,0,6,448.5,3.6
2022-07-04T12:00:00Z,32.9,35.5,0,39,852.7,2.5
2022-07-04T13:00:00Z,34.5,31.3,0,93,905,2.4
2022-07-04T14:00:00Z,35.3,31.2,0,125,872,2.8
2022-07-04T15:00:00Z,34.9,32.2,0,147,581.5,2.3
2022-07-04T16:00:00Z,33.7,34,0,2,678,4.6
2022-07-04T17:00:00Z,32.5,35.7,0,335,269.8,2.1
2022-07-04T18:00:00Z,29.9,41.8,0,225,27.5,2.7
2022-07-04T19:00:00Z,22.9,71,0,208,6.2,2.2
2022-07-04T20:00:00Z,24.6,70.5,0,4,23.7,3.6
2022-07-04T21:00:00Z,23.6,67.2,0,344,0,1.6
2022-07-04T22:00:00Z,22.7,72.5,0,183,0,2.1
2022-07-04T23:00:00Z,22.2,73.5,0,213,0,1.4
2022-07-05T00:00:00Z,22,74.7,0,238,0,0.8
2022-07-05T01:00:00Z,22.8,68.7,0,297,0,1.6
2022-07-05T02:00:00Z,23,63.7,0,316,0,2.3
2022-07-05T03:00:00Z,21.2,79.2,0,287,0,2
2022-07-05T04:00:00Z,19.5,92.3,0,229,0,1.1
2022-07-05T05:00:00Z,19.1,96.2,0,187,0,0.6
2022-07-05T06:00:00Z,20.4,90.5,0,260,63.5,0.7
2022-07-05T07:00:00Z,24,69.5,0,273,211.7,1.1
2022-07-05T08:00:00Z,26.1,58.5,0,303,384.7,1.1
2022-07-05T09:00:00Z,27.4,50.2,0,286,562.7,1.5
2022-07-05T10:00:00Z,29.1,44,0,308,716,1.8
2022-07-05T11:00:00Z,31.6,39.5,0,277,831.8,1.7
2022-07-05T12:00:00Z,33.3,36,0,223,905.3,1.9
2022-07-05T13:00:00Z,34.7,32,0,216,933.2,2.2
2022-07-05T14:00:00Z,34.8,33,0,201,909,2.9
2022-07-05T15:00:00Z,35.5,30.5,0,207,833.2,3
2022-07-05T16:00:00Z,35.7,28.2,0,213,709.8,2.5
2022-07-05T17:00:00Z,35.9,27.3,0,215,551.5,2.5
2022-07-05T18:00:00Z,35.8,26.7,0,224,371.5,2.3
2022-07-05T19:00:00Z,34.8,28.2,0,218,187.5,2.4
2022-07-05T20:00:00Z,32.3,33.5,0,222,10.5,1.6
2022-07-05T21:00:00Z,30.3,38.3,0,208,0,1.2
2022-07-05T22:00:00Z,29.1,40.3,0,292,0,1.2
2022-07-05T23:00:00Z,27.8,46.3,0,69,0,1.1
2022-07-06T00:00:00Z,27.2,54.2,0,57,0,1.8
2022-07-06T01:00:00Z,26.8,56.2,0,73,0,2
2022-07-06T02:00:00Z,25.8,56.2,0,63,0,1.8
2022-07-06T03:00:00Z,25.1,56.8,0,81,0,1.5
2022-07-06T04:00:00Z,24.2,57.7,0,124,0,1.2
2022-07-06T05:00:00Z,23.3,62.5,0,136,0,1.9
2022-07-06T06:00:00Z,22.9,63.2,0,112,42.2,1.5
2022-07-06T07:00:00Z,23.8,61,0,102,159.2,2.3
2022-07-06T08:00:00Z,25.1,56.8,0,79,323.3,2.3
2022-07-06T09:00:00Z,26.5,53.3,0,81,539.5,2.6
2022-07-06T10:00:00Z,28.5,46.8,0,125,705.3,2.8
2022-07-06T11:00:00Z,30.3,42,0,100,826.2,2.5
2022-07-06T12:00:00Z,31.4,38.8,0,129,917.2,2.8
2022-07-06T13:00:00Z,32.4,36,0,155,940.2,2.6
2022-07-06T14:00:00Z,33,33.5,0,125,909,2.4
2022-07-06T15:00:00Z,33.5,32.2,0,122,831.2,2.4
2022-07-06T16:00:00Z,33.1,33.5,0,159,708,3.1
2022-07-06T17:00:00Z,32.8,34.7,0,155,544.2,3.3
2022-07-06T18:00:00Z,32.5,35.8,0,132,357.7,2.8
2022-07-06T19:00:00Z,31.9,36.5,0,131,175.5,2.1
2022-07-06T20:00:00Z,29.7,44.7,0,132,17.7,1.7
2022-07-06T21:00:00Z,27.8,51.3,0,103,0,0.9
2022-07-06T22:00:00Z,26.7,55,0,53,0,0.4
2022-07-06T23:00:00Z,26.4,56.2,0,65,0,0.5
2022-07-07T00:00:00Z,25.9,57.3,0,88,0,0.5
2022-07-07T01:00:00Z,25.1,59.3,0,72,0,1.1
2022-07-07T02:00:00Z,25.4,58.2,0,47,0,1.3
2022-07-07T03:00:00Z,24.9,58.8,0,65,0,1.1
2022-07-07T04:00:00Z,24.1,61.8,0,26,0,0.7
2022-07-07T05:00:00Z,23.5,62.8,0,44,0,0.9
2022-07-07T06:00:00Z,24.1,59.8,0,54,33.3,0.8
2022-07-07T07:00:00Z,26.4,52.5,0,67,122.5,0.7
2022-07-07T08:00:00Z,27.9,46.5,0,113,398.2,2.3
2022-07-07T09:00:00Z,28.1,44.7,0,136,584,3.2
2022-07-07T10:00:00Z,28.7,41.5,0,132,691.5,3
2022-07-07T11:00:00Z,29.7,37.8,0,111,821.2,2.7
2022-07-07T12:00:00Z,31.4,33.8,0,128,897.5,2.3
2022-07-07T13:00:00Z,32.3,31.5,0,136,893.2,2.2
2022-07-07T14:00:00Z,32.7,31,0,80,886,2.2
2022-07-07T15:00:00Z,33.2,29.5,0,295,802.7,2.1
2022-07-07T16:00:00Z,33.8,25.8,0,323,686,2.3
2022-07-07T17:00:00Z,34,23.8,0,343,530,3.6
2022-07-07T18:00:00Z,33.7,21.3,0,335,375.8,4.6
2022-07-07T19:00:00Z,32.8,15,0,353,198.8,7.1
2022-07-07T20:00:00Z,30.7,18.7,0,356,14,7.8
2022-07-07T21:00:00Z,29.6,19.8,0,359,0,8.4
2022-07-07T22:00:00Z,28.7,21.2,0,1,0,7.2
2022-07-07T23:00:00Z,24.6,58.2,0,94,0,3.3
2022-07-08T00:00:00Z,22.7,69,0,89,0,2.3
2022-07-08T01:00:00Z,21.8,69,0,77,0,2.2
2022-07-08T02:00:00Z,21.1,72.3,0,53,0,1.9
2022-07-08T03:00:00Z,20.5,74.2,0,52,0,1.5
2022-07-08T04:00:00Z,19.7,76.5,0,47,0,1.2
2022-07-08T05:00:00Z,19.4,76.8,0,14,0,0.8
2022-07-08T06:00:00Z,20.8,71.2,0,333,53.7,0.8
2022-07-08T07:00:00Z,25.1,53.2,0,324,209.5,0.6
2022-07-08T08:00:00Z,25.9,50.2,0,209,392.7,1.5
2022-07-08T09:00:00Z,26.7,47.8,0,182,572.8,2
2022-07-08T10:00:00Z,27.8,45.3,0,207,707.3,2.3
2022-07-08T11:00:00Z,29.8,38.2,0,196,840.8,2.1
2022-07-08T12:00:00Z,30.5,34.3,0,149,920.8,2.5
2022-07-08T13:00:00Z,31.2,33,0,171,942,2.9
2022-07-08T14:00:00Z,32.1,29.5,0,160,911.8,2.5
2022-07-08T15:00:00Z,32.4,26,0,147,843.7,3
2022-07-08T16:00:00Z,32.4,24.5,0,149,725.8,3.1
2022-07-08T17:00:00Z,32.6,24.3,0,161,566.5,3
2022-07-08T18:00:00Z,32.3,24.3,0,161,381.3,2.6
2022-07-08T19:00:00Z,31.4,27.2,0,132,192.3,2.5
2022-07-08T20:00:00Z,28.7,33,0,129,13.5,1.9
2022-07-08T21:00:00Z,25.7,40.2,0,125,0,0.7
2022-07-08T22:00:00Z,23.1,50.2,0,142,0,0.2
2022-07-08T23:00:00Z,21.4,57,0,130,0,0.2
2022-07-09T00:00:00Z,22.1,54.8,0,49,0,0.7
2022-07-09T01:00:00Z,22.7,52.2,0,61,0,1.3
2022-07-09T02:00:00Z,22.5,51,0,64,0,1.5
2022-07-09T03:00:00Z,22,47.5,0,48,0,1.2
2022-07-09T04:00:00Z,21,52.2,0,39,0,0.7
2022-07-09T05:00:00Z,19.6,57.3,0,18,0,0.5
2022-07-09T06:00:00Z,22.2,47.7,0,44,54.3,1
2022-07-09T07:00:00Z,25.6,39.3,0,64,211.7,1.4
2022-07-09T08:00:00Z,26.3,38.3,0,105,394.2,2.9
2022-07-09T09:00:00Z,26.9,37.2,0,114,571.2,3
2022-07-09T10:00:00Z,27.9,34.7,0,124,731.5,2.9
2022-07-09T11:00:00Z,29.1,34.2,0,127,848.7,2.6
2022-07-09T12:00:00Z,29.8,32.8,0,111,925.7,2.5
2022-07-09T13:00:00Z,30.6,31,0,97,948.3,2.5
2022-07-09T14:00:00Z,31.4,30,0,119,954,2.5
2022-07-09T15:00:00Z,32,29,0,112,832.2,2.4
2022-07-09T16:00:00Z,31.3,31.2,0,117,475.3,2.3
2022-07-09T17:00:00Z,31.2,31.8,0,122,527,2.6
2022-07-09T18:00:00Z,30.7,32.2,0,111,376.5,2.7
2022-07-09T19:00:00Z,29.6,34.2,0,124,143.8,2.2
2022-07-09T20:00:00Z,27.8,39,0,116,12.7,1.9
2022-07-09T21:00:00Z,25.8,45.2,0,105,0,1.2
2022-07-09T22:00:00Z,24.8,47.5,0,110,0,1.2
2022-07-09T23:00:00Z,24.4,47.3,0,107,0,1.8
2022-07-10T00:00:00Z,23.1,47.3,0,84,0,1.1
2022-07-10T01:00:00Z,22,50,0,45,0,1
2022-07-10T02:00:00Z,21.4,50.2,0,43,0,1
2022-07-10T03:00:00Z,21.2,49.3,0,42,0,1
2022-07-10T04:00:00Z,20.5,52.2,0,38,0,0.8
2022-07-10T05:00:00Z,19.4,57.2,0,7,0,0.5
2022-07-10T06:00:00Z,20,57.5,0,340,50.3,0.1
2022-07-10T07:00:00Z,24.5,41.8,0,358,199,1
2022-07-10T08:00:00Z,26.6,33.2,0,8,386.8,1.4
2022-07-10T09:00:00Z,28.6,27.3,0,35,570,1.3
2022-07-10T10:00:00Z,29.8,26.3,0,273,726.5,1.9
2022-07-10T11:00:00Z,30.9,25.3,0,227,845.2,2.3
2022-07-10T12:00:00Z,31.6,25,0,225,919.2,2.9
2022-07-10T13:00:00Z,32.3,25.3,0,200,939.2,3.3
2022-07-10T14:00:00Z,33.1,24.5,0,195,908,3.4
2022-07-10T15:00:00Z,33.5,24.5,0,208,830.5,3.6
2022-07-10T16:00:00Z,33.2,24.8,0,203,711.8,4.2
2022-07-10T17:00:00Z,32.9,24,0,203,555,3.9
2022-07-10T18:00:00Z,33,25,0,213,374.5,3.4
2022-07-10T19:00:00Z,32.5,25.8,0,225,190.3,2.8
2022-07-10T20:00:00Z,30.3,29.7,0,235,13.5,1.6
2022-07-10T21:00:00Z,28.4,32.5,0,246,0,1
2022-07-10T22:00:00Z,27.1,36.2,0,279,0,1
2022-07-10T23:00:00Z,26.6,39.2,0,320,0,0.9
2022-07-11T00:00:00Z,24.9,44.2,0,54,0,1.4
2022-07-11T01:00:00Z,24,52,0,110,0,2.3
2022-07-11T02:00:00Z,23.1,56,0,64,0,1.7
2022-07-11T03:00:00Z,22.8,51.2,0,63,0,1.4
2022-07-11T04:00:00Z,22.4,48.7,0,65,0,1.2
2022-07-11T05:00:00Z,21.3,52.7,0,59,0,0.7
2022-07-11T06:00:00Z,22.2,51.5,0,62,50.2,0.4
2022-07-11T07:00:00Z,25.6,41.7,0,69,197.7,1.5
2022-07-11T08:00:00Z,26.3,46.2,0,86,375.7,3
2022-07-11T09:00:00Z,27,48.3,0,95,553.5,3.4
2022-07-11T10:00:00Z,28.3,44.7,0,101,711.5,2.9
2022-07-11T11:00:00Z,29.6,39.7,0,125,829.2,2.7
2022-07-11T12:00:00Z,30.5,35.7,0,117,908.8,2.6
2022-07-11T13:00:00Z,31.5,34.2,0,137,927.3,2.4
2022-07-11T14:00:00Z,32,34.2,0,79,899.3,2.3
2022-07-11T15:00:00Z,32.3,33.3,0,115,822.7,2.5
2022-07-11T16:00:00Z,32.3,33.2,0,74,699.5,2.4
2022-07-11T17:00:00Z,32.5,33.7,0,114,538.8,2.2
2022-07-11T18:00:00Z,32.1,33.8,0,121,350.3,2.3
2022-07-11T19:00:00Z,31.3,35.8,0,132,140.3,1.7
2022-07-11T20:00:00Z,29.4,41,0,121,23,1.5
2022-07-11T21:00:00Z,27.4,46.3,0,116,0,0.9
2022-07-11T22:00:00Z,26.4,48.7,0,90,0,0.8
2022-07-11T23:00:00Z,26.6,50.8,0,111,0,2.3
2022-07-12T00:00:00Z,25.2,54.7,0,99,0,2.2
2022-07-12T01:00:00Z,23.9,55.8,0,70,0,2.2
2022-07-12T02:00:00Z,23.6,51.2,0,66,0,2
2022-07-12T03:00:00Z,23.2,49.2,0,60,0,2
2022-07-12T04:00:00Z,22.7,50.8,0,62,0,1.7
2022-07-12T05:00:00Z,22.5,52.7,0,70,0,1.1
2022-07-12T06:00:00Z,22.9,50.7,0,70,49.2,1.4
2022-07-12T07:00:00Z,24.4,46.3,0,99,127.8,2.2
2022-07-12T08:00:00Z,25.4,48.2,0,103,230,2.7
2022-07-12T09:00:00Z,26.4,48.3,0,116,454.5,3.2
2022-07-12T10:00:00Z,27.7,45.2,0,124,587.8,2.9
2022-07-12T11:00:00Z,28.9,41.7,0,120,814.8,2.9
2022-07-12T12:00:00Z,30.2,38.3,0,138,893.8,2.5
2022-07-12T13:00:00Z,31.1,37.7,0,146,921.2,2.6
2022-07-12T14:00:00Z,31.7,36.2,0,141,901.5,2.3
2022-07-12T15:00:00Z,32.1,36.2,0,109,821,2.1
2022-07-12T16:00:00Z,32.7,35.5,0,118,702.3,2.1
2022-07-12T17:00:00Z,32.6,35.7,0,157,528.5,2
2022-07-12T18:00:00Z,32.5,36.7,0,153,341.5,2.2
2022-07-12T19:00:00Z,31.7,38.7,0,159,166.2,1.9
2022-07-12T20:00:00Z,29.3,45.3,0,131,15,1.7
2022-07-12T21:00:00Z,27.6,52,0,119,0,1.2
2022-07-12T22:00:00Z,26.8,54.2,0,114,0,1.4
2022-07-12T23:00:00Z,26.8,53.2,0,106,0,1.6
2022-07-13T00:00:00Z,25.9,55.8,0,99,0,2.2
2022-07-13T01:00:00Z,24.8,56.3,0,80,0,2.1
2022-07-13T02:00:00Z,23.9,57.7,0,68,0,1.9
2022-07-13T03:00:00Z,23.4,56.2,0,69,0,2
2022-07-13T04:00:00Z,22.6,58.5,0,55,0,1.8
2022-07-13T05:00:00Z,22.2,63.3,0,55,0,1.6
2022-07-13T06:00:00Z,22.3,67.7,0,58,34,1.4
2022-07-13T07:00:00Z,24.6,58.3,0,86,184.2,2
2022-07-13T08:00:00Z,25.7,55.8,0,112,363.3,2.9
2022-07-13T09:00:00Z,26.9,50,0,116,544.2,3
2022-07-13T10:00:00Z,28.1,46.5,0,95,695.8,2.6
2022-07-13T11:00:00Z,29.5,42.3,0,114,810.5,2.4
2022-07-13T12:00:00Z,30.9,38,0,141,889.5,2.4
2022-07-13T13:00:00Z,31.9,35.7,0,134,908,2.2
2022-07-13T14:00:00Z,32.3,35,0,55,886.7,1.8
2022-07-13T15:00:00Z,33.4,32.8,0,135,803.7,2
2022-07-13T16:00:00Z,33.5,32.8,0,193,651.8,2.3
2022-07-13T17:00:00Z,33.5,32.5,0,190,525.8,2.3
2022-07-13T18:00:00Z,33.1,33,0,175,348.3,2.2
2022-07-13T19:00:00Z,32.3,34.3,0,173,170.5,2.3
2022-07-13T20:00:00Z,30.1,39.2,0,190,15.2,1.5
2022-07-13T21:00:00Z,27.6,47,0,176,0,0.8
2022-07-13T22:00:00Z,25.6,54.8,0,168,0,0.8
2022-07-13T23:00:00Z,24.4,60.7,0,157,0,0.2
2022-07-14T00:00:00Z,23.1,66.2,0,229,0,0.1
2022-07-14T01:00:00Z,22.8,67.3,0,99,0,0.1
2022-07-14T02:00:00Z,22.5,68,0,10,0,0.1
2022-07-14T03:00:00Z,21.8,70.8,0,322,0,0
2022-07-14T04:00:00Z,21.4,72.2,0,88,0,0.2
2022-07-14T05:00:00Z,21.9,69.2,0,10,0,0.5
2022-07-14T06:00:00Z,21.8,70.8,0,216,16,0.2
2022-07-14T07:00:00Z,26.4,54.3,0,105,187.2,0.9
2022-07-14T08:00:00Z,28.4,44.7,0,125,335.8,1.8
2022-07-14T09:00:00Z,30.3,40.2,0,139,535.2,1.8
2022-07-14T10:00:00Z,31.6,37.7,0,127,604,1.7
2022-07-14T11:00:00Z,33.2,34.2,0,164,660.5,1.9
2022-07-14T12:00:00Z,34.2,32,0,119,592,1.6
2022-07-14T13:00:00Z,32.7,34.8,0,9,255,1.2
2022-07-14T14:00:00Z,33.6,33.7,0,303,547.2,1.6
2022-07-14T15:00:00Z,35,31.5,0,299,759.8,1.9
2022-07-14T16:00:00Z,35.5,28.7,0,262,663,1.8
2022-07-14T17:00:00Z,35.9,28,0,221,520.5,1.9
2022-07-14T18:00:00Z,35.7,25.7,0,268,346,1.6
2022-07-14T19:00:00Z,35,27.7,0,261,166.5,1.7
2022-07-14T20:00:00Z,32.5,32.7,0,247,17.8,1.2
2022-07-14T21:00:00Z,30.2,41.3,0,201,0,1
2022-07-14T22:00:00Z,29.3,48,0,207,0,1.3
2022-07-14T23:00:00Z,29.1,39.8,0,217,0,1.7
2022-07-15T00:00:00Z,28.2,36.5,0,246,0,1.3
2022-07-15T01:00:00Z,27.1,38.8,0,303,0,1.3
2022-07-15T02:00:00Z,26.1,43.7,0,302,0,1.1
2022-07-15T03:00:00Z,24.8,48.7,0,308,0,0.7
2022-07-15T04:00:00Z,23.9,52.3,0,271,0,0.7
2022-07-15T05:00:00Z,22.7,57.7,0,193,0,0.2
2022-07-15T06:00:00Z,24.6,54.7,0,246,43.5,0.7
2022-07-15T07:00:00Z,28.7,44.8,0,262,183.3,0.8
2022-07-15T08:00:00Z,30.2,42,0,247,357.3,1.2
2022-07-15T09:00:00Z,31.3,43,0,202,534.5,2
2022-07-15T10:00:00Z,32.3,42,0,191,693.8,2.5
2022-07-15T11:00:00Z,33.9,38.5,0,211,811.2,2.3
2022-07-15T12:00:00Z,35.2,35.8,0,212,890.3,2.5
2022-07-15T13:00:00Z,36.1,33,0,213,917.2,2.6
2022-07-15T14:00:00Z,36.7,30.7,0,194,887.3,2.9
2022-07-15T15:00:00Z,37.3,27.3,0,196,813.3,2.6
2022-07-15T16:00:00Z,37.5,24,0,216,698.8,2.6
2022-07-15T17:00:00Z,37.8,20.5,0,226,543,2.4
2022-07-15T18:00:00Z,37.5,20.5,0,218,355.8,2.5
